Id,OwnerUserId,CreationDate,ParentId,Score,Body
1765,307.0,2008-08-05T00:57:48Z,1760,1,"I like MbUnit , er, Gallio .  Most importantly to me is having good tools support inside Visual Studio.  For that I use Resharper , which has an MbUnit test runner .  A lot of folks seem to like TestDriven.NET as their test runner as well."
1773,164.0,2008-08-05T01:07:50Z,1070,13,"The exact definitions of ""vsize,"" ""rss,"" ""rprvt,"" ""rshrd,"" and other obscure-looking abbreviations vary from OS to OS.  The manual pages for the ""top"" and ""ps"" commands will have some sort of description, but all such descriptions are simplified greatly (or are based on long-extinct kernel implementations).  ""Process size"" as a concept is fiendishly difficult to pin down in the general case.  Answers in specific instances depend heavily on the actual memory management implementation in the OS, and are rarely as satisfying as the tidy ""process size"" concept that exists in the minds of most users (and most developers). For example, none of those numbers (nor, likely, any combination of them) can be used to tell you exactly how many such processes can run at once in a given amount of free memory.  But really, your best bet is to come at it from that end: why do you want this number, and what will you use it for?  Given that information, I think you'll get more useful answers."
1776,313.0,2008-08-05T01:11:30Z,1600,0,"The Publish to Provider functionality has worked great for me.  See Scott Gu's Blog Entry . If you need something really robust look  at redgate software's tools here ...if you are doing much SQL at all, these are worth the $$."
1793,307.0,2008-08-05T01:31:16Z,1600,2,Backup and Restore is the most straight-forward way I know.  You have to be careful between servers as security credentials don't come with the restored database.
1794,117.0,2008-08-05T01:32:34Z,1790,2,Sounds like you might like Git . There's a Google Talk explaining all about it .
1806,292.0,2008-08-05T01:44:13Z,1790,0,"Its probably not exactly what your looking for, but you may be able to implement OS level clustering."
1820,358.0,2008-08-05T02:07:50Z,1760,2,I like TestDriven.NET (even though I use ReSharper) and I'm pretty happy with XUnit.net . It uses Facts instead of Tests which many people dislike but I like the difference in terminology. It's useful to think of a collection of automatically provable Facts about your software and see which ones you violate when you make a change. Be aware that Visual Studio 2008 Professional (and above) now comes with integrated Unit Testing (it used to be available only with the Team System Editions) and may be suitable for your needs.
1821,308.0,2008-08-05T02:15:24Z,1760,47,"There are so many it's crazy.  Crazy good, I guess. For the conservative types (me), NUnit is still available and still more than capable. For the Microsoft-types, MSTest is adequate, but slow and clunky compared to Nunit.  It also lacks code coverage without paying the big bucks for the pricey versions of Visual Studio. There's also MbUnit .  It's like NUnit, but has nifty features like RowTest (run the same test with different parameters) and Rollback (put the database back like you found it after a test) And finally, xUnit.net is the trendy option with some attitude. Oh, and TestDriven.NET will give you IDE integration for both Nunit and MBunit. I'm sure they're all just fine.  I'd steer away from MSTest though, unless you just enjoy the convenience of having everything in one IDE out of the box. Scott Hanselman has a podcast on this very topic."
1971,269.0,2008-08-05T06:43:30Z,1970,3,When I wrote my first trigger it was in Perl because that was the language used in the example I found but the last triggers I wrote where in Python because I'm more comfortable with that. I think programmer comfort is my main reason to choose python but I think Perl is still better supported.
2017,48.0,2008-08-05T08:22:05Z,1790,4,"This is more or less the perfect use case for SVK .  SVK is a command line front end for subversion that works with an entire local copy of the repository.  So your commits, updates, etc. work on the local repository and you can then sync with a master.  I would generally recommend SVK over plain subversion anyway as it makes a lot of things nicer.  No .svn folders, better branching and merging, better conflict resolution."
2019,342.0,2008-08-05T08:29:13Z,330,3,"One way of deciding whether or not to use nested classes is to think whether or not this class plays a supporting role or it's own part. If it exists solely for the purpose of helping another class then I generally make it a nested class. There are a whole load of caveats to that, some of which seem contradictory but it all comes down to experience and gut-feeling."
2023,370.0,2008-08-05T08:37:19Z,330,2,sounds like a case where you could use the strategy pattern
2058,371.0,2008-08-05T10:07:51Z,1010,1,I enabled compression following similar articles to those posted above. The key to accessing the ViewState before the application sends it was overriding this method; protected override void SavePageStateToPersistenceMedium(object viewState) You can call the base method within this override and then add whatever additional logic you require to handle the ViewState.
2254,34.0,2008-08-05T13:10:26Z,2250,5,"in 1.x there used to be things DataTables couldn't do which DataSets could (don't remember exactly what). All that was changed in 2.x.  My guess is that's why a lot of examples still use DataSets.  DataTables should be quicker as they are more lightweight. If you're only pulling a single resultset, its your best choice between the two."
2258,377.0,2008-08-05T13:12:15Z,2250,69,"It really depends on the sort of data you're bringing back.  Since a DataSet is (in effect) just a collection of DataTable objects, you can return multiple distinct sets of data into a single, and therefore more manageable, object. Performance-wise, you're more likely to get inefficiency from unoptimized queries than from the ""wrong"" choice of .NET construct.  At least, that's been my experience."
2264,26.0,2008-08-05T13:15:53Z,2250,3,"One feature of the DataSet is that if you can call multiple select statements in your stored procedures, the DataSet will have one DataTable for each."
2312,307.0,2008-08-05T13:42:15Z,2300,3,"Whatever your [things] are need to be written outside of VBScript. In VB6, you can write a Custom Collection class , then you'll need to compile to an ActiveX DLL and register it on your webserver to access it."
2369,95.0,2008-08-05T14:17:22Z,930,6,"This is an alternative way (DataReader is faster than this one): string s = """"; SqlConnection conn = new SqlConnection(""Server=192.168.1.1;Database=master;Connect Timeout=30;User ID=foobar;Password=raboof;""); SqlDataAdapter da = new SqlDataAdapter(""SELECT TOP 5 name, dbid FROM sysdatabases"", conn); DataTable dt = new DataTable(); da.Fill(dt); for (int i = 0; i < dt.Rows.Count; i++) { s += dt.Rows[i][""name""].ToString() + "" -- "" + dt.Rows[i][""dbid""].ToString() + ""\n""; } MessageBox.Show(s);"
